Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,Id,Posted At,Scraped At,Short Description,External Apply Link
Intel Data Engineer (TS//SCI),"$90,000 - $169,000 a year",Full-time,,IBM,"Reston, VA 20190",3.9,https://www.indeed.com/rc/clk?jk=b9b757790951daa0&fccid=de71a49b535e21cb&vjs=3,b9b757790951daa0,PostedPosted 2 days ago,2023-04-16T02:51:49.854Z," 
 At least 3+ years of experience applying data engineer or software development skills to develop analytic tools, deliver mission support services and create…
",www.indeed.com/applystart?jk=b9b757790951daa0
Data Scientist (College),,Full-time,,"Customer Value Partners, Inc","Washington, DC",3.6,https://www.indeed.com/rc/clk?jk=6e16d39f9d348eb3&fccid=b2d899f595c435be&vjs=3,6e16d39f9d348eb3,PostedPosted 30+ days ago,2023-04-16T02:51:49.855Z," 
 Collaborate with the project team to perform data analysis and build systems using data for descriptive or predictive analytics.
 SQL and the use of databases.
",www.indeed.com/applystart?jk=6e16d39f9d348eb3
Public Policy Research Analyst,"$50,000 - $58,000 a year",Full-time,,National Journal,"Washington, DC 20037 (Foggy Bottom area)",3.2,https://www.indeed.com/rc/clk?jk=54e9832ba9ef7f8a&fccid=0a1f074e402103eb&vjs=3,54e9832ba9ef7f8a,PostedPosted 7 days ago,2023-04-16T02:51:49.855Z," 
 An individual with 1-3 years of experience in at least one of the following domains: strategy consulting, government affairs consulting, policy analysis, data…
",www.indeed.com/applystart?jk=54e9832ba9ef7f8a
Data Labeler,,,,QinetiQ,"Fort Belvoir, VA",3.7,https://www.indeed.com/rc/clk?jk=98a519a953393db5&fccid=a7c92d37815397cf&vjs=3,98a519a953393db5,PostedPosted 30+ days ago,2023-04-16T02:51:49.855Z," 
 Working with video image data from leading edge technology systems to identify and label objects within the image.
 Must be comfortable working by themselves.
",www.indeed.com/applystart?jk=98a519a953393db5
Data Analytics Practitioner with Polygraph,,Full-time,,Deloitte,"Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)",3.9,https://www.indeed.com/rc/clk?jk=b83371b3e421c8ce&fccid=9e215d88a6b33622&vjs=3,b83371b3e421c8ce,PostedPosted 30+ days ago,2023-04-16T02:51:49.856Z," 
 Responsibilities include writing SQL queries to extract data from data warehouses and aggregating disparate information, designing and implementing data…
",www.indeed.com/applystart?jk=b83371b3e421c8ce
Data Scientist,"$132,368 - $172,075 a year",,,US Nuclear Regulatory Commission,"Rockville, MD",4,https://www.indeed.com/rc/clk?jk=b75353af6a582a14&fccid=8bd4b6a087cd159c&vjs=3,b75353af6a582a14,PostedPosted 1 day ago,2023-04-16T02:51:49.856Z," 
 Degree: Mathematics, statistics, computer science, data science or field directly related to the position.
 Collection and maintenance of data, data analytics,…
",www.indeed.com/applystart?jk=b75353af6a582a14
Data Scientist,"$113,000 - $121,000 a year",,,"Natural Resources Defense Council, Inc.","Washington, DC 20005 (Downtown area)",3.9,https://www.indeed.com/rc/clk?jk=2d6ce44999d4d3c8&fccid=b3c8824c5b196d40&vjs=3,2d6ce44999d4d3c8,PostedPosted 23 days ago,2023-04-16T02:51:49.856Z," 
 4-7 years relevant work experience in data science.
 Experience working as a data scientist in environmentally related projects or in data science applied to…
",www.indeed.com/applystart?jk=2d6ce44999d4d3c8
Data Scientist-Mid,"$112,000 - $179,000 a year",Full-time,,Peraton,"Herndon, VA 20171+10 locations",3.2,https://www.indeed.com/rc/clk?jk=4ec48336b92cc5a1&fccid=7dc8be9efe945d3a&vjs=3,4ec48336b92cc5a1,PostedPosted 2 days ago,2023-04-16T02:51:49.856Z," 
 Knowledge of various data science applications and architectures.
 Ability to lead multi-disciplinary teams to complete complex data science projects.
",www.indeed.com/applystart?jk=4ec48336b92cc5a1
Research and Collections Analyst,,,,"Seerist, Inc","Hybrid remote in Washington, DC",,https://www.indeed.com/rc/clk?jk=90cc3eac40db6fa6&fccid=2c5dfc2b9f16d135&vjs=3,90cc3eac40db6fa6,PostedPosted 30+ days ago,2023-04-16T02:51:49.857Z," 
 This will include working with the data acquisition and data science teams to incorporate new sources and search strings into the Seerist product.
",www.indeed.com/applystart?jk=90cc3eac40db6fa6
Language Enabled Analyst,"$58,400 - $133,000 a year",,,Booz Allen Hamilton,"Hybrid remote in Fort Belvoir, VA",3.9,https://www.indeed.com/rc/clk?jk=ae1441ee25a8b000&fccid=4e041af1d0af1bc8&vjs=3,ae1441ee25a8b000,PostedPosted 22 days ago,2023-04-16T02:51:56.386Z," 
 New skills – In-house experts and partnerships with tech leaders, like Nvidia and Splunk, mean you can get practical experience with advanced GPU technologies,…
",www.indeed.com/applystart?jk=ae1441ee25a8b000
Statistician,"$100,630 - $129,671 a year",Full-time,Monday to Friday,Department of Health,"Washington, DC 20002 (NoMa area)",3.9,https://www.indeed.com/rc/clk?jk=2c77d3b94d3c8015&fccid=1dd1a0864cb1eb3c&vjs=3,2c77d3b94d3c8015,PostedPosted 8 days ago,2023-04-16T02:51:56.386Z," 
 The incumbent conducts statistical analysis and provides epidemiological support related to HIV/AIDS, hepatitis, STD, and TB research, planning, monitoring and…
",www.indeed.com/applystart?jk=2c77d3b94d3c8015
"Analyst, Baseball Research & Development (R&D)",,Weekend availability +1,,Washington Nationals,"Washington, DC 20003 (Capitol Hill area)",4,https://www.indeed.com/rc/clk?jk=7d68a9e1a39fb427&fccid=c5ebc61e02eb4bac&vjs=3,7d68a9e1a39fb427,PostedPosted 30+ days ago,2023-04-16T02:51:56.387Z," 
 The analyst will use data science to derive insights from baseball datasets to support player evaluation, player development, and in-game strategy.
",www.indeed.com/applystart?jk=7d68a9e1a39fb427
Geospatial Analyst,"From $85,000 a year",Full-time,Monday to Friday +2,"New Light Technologies, Inc.","Remote in Washington, DC 20500",3.9,"https://www.indeed.com/company/New-Light-Technologies,-Inc./jobs/Geospatial-Analyst-2d06cf242db520d1?fccid=04939a9cbe3265f4&vjs=3",2d06cf242db520d1,EmployerActive 3 days ago,2023-04-16T02:51:56.387Z," 
 The candidate will be responsible for data storage and secure data transfer in the cloud (AWS) and should be familiar with overcoming challenges associated with…
",www.indeed.com/applystart?jk=2d06cf242db520d1
Data Engineer,"$58,400 - $133,000 a year",,,Booz Allen Hamilton,"Hybrid remote in Washington, DC+17 locations",3.9,https://www.indeed.com/rc/clk?jk=5cef6fd912d9ecde&fccid=4e041af1d0af1bc8&vjs=3,5cef6fd912d9ecde,PostedPosted 3 days ago,2023-04-16T02:51:56.387Z," 
 Experience with data engineering projects supporting data science and AI/ML implementations.
 3+ years of experience with the entire data pipeline, including…
",www.indeed.com/applystart?jk=5cef6fd912d9ecde
Data Scientist,"$93,300 - $212,000 a year",,,Booz Allen Hamilton,"Hybrid remote in Washington, DC+26 locations",3.9,https://www.indeed.com/rc/clk?jk=37ad77ef0c92bd18&fccid=4e041af1d0af1bc8&vjs=3,37ad77ef0c92bd18,PostedPosted 4 days ago,2023-04-16T02:51:56.387Z," 
 5+ years of experience with data exploration, data cleaning, data analysis, data visualization, or data mining.
 Work with us as we use data science for good.
",www.indeed.com/applystart?jk=37ad77ef0c92bd18
Applied Social Scientist,"$78,592 - $183,500 a year",Full-time,Monday to Friday +1,National Security Agency,"Fort Meade, MD",4.1,https://www.indeed.com/rc/clk?jk=c229c7483fef3b2a&fccid=e8f18ca6180ec8da&vjs=3,c229c7483fef3b2a,PostedPosted 30+ days ago,2023-04-16T02:51:56.387Z," 
 They also use social science research methods to explore and address issues around organizational and program effectiveness, develop solutions, and provide data…
",www.indeed.com/applystart?jk=c229c7483fef3b2a
Data Scientist,"$80,000 - $90,000 a year",Full-time,,Montage Marketing Group,"Washington, DC",5,https://www.indeed.com/rc/clk?jk=26e193b12aca2231&fccid=1ec7fd2977db5110&vjs=3,26e193b12aca2231,PostedPosted 30+ days ago,2023-04-16T02:51:56.388Z," 
 Leverage software development methodologies and custom scripts to automate data operations and develop new data tools/solutions.
",www.indeed.com/applystart?jk=26e193b12aca2231
Senior HR Data Analyst with Polygraph,,Full-time,,Deloitte,"Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)",3.9,https://www.indeed.com/rc/clk?jk=7e353ce467789b1f&fccid=9e215d88a6b33622&vjs=3,7e353ce467789b1f,PostedPosted 29 days ago,2023-04-16T02:51:56.392Z," 
 Create Excel deliverables by aggregating various data sources and designing spreadsheets into completed deliverables.
",www.indeed.com/applystart?jk=7e353ce467789b1f
"Data Engineer, Analytics","$134,000 - $194,000 a year",,,Meta,"Washington, DC 20004 (Penn Quarter area)",4.1,https://www.indeed.com/rc/clk?jk=d92338a2d4167718&fccid=ba07516c418dda52&vjs=3,d92338a2d4167718,PostedPosted 30+ days ago,2023-04-16T02:51:56.392Z," 
 Experience with one or more of the following: data processing automation, data quality, data warehousing, data governance, business intelligence, data…
",www.indeed.com/applystart?jk=d92338a2d4167718
eDiscovery Analytics Consultant,,Full-time,,Deloitte,"Washington, DC+11 locations",3.9,https://www.indeed.com/rc/clk?jk=ef16b2b784bd1e0d&fccid=9e215d88a6b33622&vjs=3,ef16b2b784bd1e0d,PostedPosted 16 days ago,2023-04-16T02:51:56.392Z," 
 In this role, you will specialize in and provide expertise in data analytics, data science/engineering, and data management.
",www.indeed.com/applystart?jk=ef16b2b784bd1e0d
Junior Data Science Analyst/Engineer (YT),,Contract,,Blackspoke,"Springfield, VA",,https://www.indeed.com/rc/clk?jk=68ddc3a8085a55d0&fccid=893b1518b0bf830f&vjs=3,68ddc3a8085a55d0,PostedPosted 19 days ago,2023-04-16T02:51:56.392Z," 
 Although GEOINT is the most critical data within this agency, all data that is produced, collected, and stored plays a supportive role in the day-to-day…
",www.indeed.com/applystart?jk=68ddc3a8085a55d0
Data Scientist,"$118,300 - $245,700 a year",Full-time,,Leidos,"McLean, VA 22102+2 locations",3.7,https://www.indeed.com/rc/clk?jk=640dafb801a6f6f9&fccid=8765a4045377753a&vjs=3,640dafb801a6f6f9,PostedPosted 3 days ago,2023-04-16T02:51:56.393Z," 
 Experience working with data manipulation, analytic/business insight tools, and data visualization experience.
 May possess a Doctorate in technical domain.
",www.indeed.com/applystart?jk=640dafb801a6f6f9
"Consultant, Data & Analytics l Forensic and Litigation Consulting",,,,"FTI Consulting, Inc.","Washington, DC 20004 (Penn Quarter area)",3.6,https://www.indeed.com/rc/clk?jk=b81425bdf5a22815&fccid=a51fd46bede29189&vjs=3,b81425bdf5a22815,PostedPosted 9 days ago,2023-04-16T02:51:56.393Z," 
 Knowledge of data governance and data privacy best practices.
 Proficient in data engineering using data stores including MS SQL Server, Oracle, NoSQL, Hadoop or…
",www.indeed.com/applystart?jk=b81425bdf5a22815
Metadata Librarian for Science & Geospatial Data,"$77,500 - $97,500 a year",Tenure track,,New York University,"Washington, DC",4.2,https://www.indeed.com/rc/clk?jk=f3201aebefab857a&fccid=8077183a161ef0fd&vjs=3,f3201aebefab857a,PostedPosted 24 days ago,2023-04-16T02:51:56.393Z," 
 Experience with data science software and tools for analyzing research data (e.g. tabular data, or textual / corpus data).
 About New York University Libraries.
",www.indeed.com/applystart?jk=f3201aebefab857a
