Position Name,Job,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,Id,Posted At,Scraped At,Short Description,External Apply Link
Office Manager,Healthcare Management ,"$50,000 - $80,000 a year",Full-time,,Center for Dermatology and Dermatologic Surgery,"Washington, DC 20037 (West End area)",,https://www.indeed.com/company/Center-for-Dermatology-and-Dermatologic-Surgery/jobs/Office-Manager-d941aedaebe60cb9?fccid=472f20e83aac3171&vjs=3,d941aedaebe60cb9,PostedPosted 2 days ago,2023-04-23T17:46:51.342Z," 
 SKILLS:* Demonstrated organizational, problem-solving, interpersonal, oral and written communication skills; knowledge of healthcare and CPT coding regulations…
",www.indeed.com/applystart?jk=d941aedaebe60cb9
Quality Program Strategist,Healthcare Management ,,Full-time,,Illinois Health Plan,Remote in Iowa,3.2,https://www.indeed.com/rc/clk?jk=3ba5ef8ee8c461f2&fccid=5ece327da33e0274&vjs=3,3ba5ef8ee8c461f2,PostedPosted 17 days ago,2023-04-23T17:46:51.342Z," 
 Position Purpose: Plans, organizes, and monitors quality related projects to deliver defined requirements and meet company strategic objectives.
",www.indeed.com/applystart?jk=3ba5ef8ee8c461f2
"Strategy and Operations Practice Administrator, BCPI",Healthcare Management ,"$78,360 a year",Full-time,Monday to Friday,Johns Hopkins University,"Hybrid remote in Baltimore, MD 21211+2 locations",4.0,https://www.indeed.com/rc/clk?jk=1245e9500e6cb4b5&fccid=f34acbd24dd4fcb0&vjs=3,1245e9500e6cb4b5,PostedPosted 30+ days ago,2023-04-23T17:46:51.342Z," 
 Five or more years of experience in project coordination or a management role.
 This is an instrumental role that directly impacts the Centers successful…
",www.indeed.com/applystart?jk=1245e9500e6cb4b5
"Operations Manager, Customer Service Management",Healthcare Management ,,Monday to Friday,,Cardinal Health,Remote in Texas,3.4,https://www.indeed.com/rc/clk?jk=4283e848dc4fa637&fccid=87b328666e50453b&vjs=3,4283e848dc4fa637,PostedPosted 10 days ago,2023-04-23T17:46:51.342Z," 
 Interacts with subordinates, peers, customers, and suppliers at various management levels; may interact with senior management.
",www.indeed.com/applystart?jk=4283e848dc4fa637
Director of Nursing (RN),Healthcare Management ,,Full-time,Weekend availability +2,Park Terrace Village,"Evansville, IN 47712+7 locations",3.1,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bg9UctWhUhdPkyDuB7RSxvdrFlN8NqSa7ZLqliQfXuAJXnYZlYdPVcBnjFcjKpjyAbLOTDVj6NMA8qslCIsfH-3JNipMw_gB-HWkAcn9qryB4uOqN23Nyq-slNccmgsYB3homGW7-S4qJw_PjYjEUp490zChVoBCdayR02XZfhk8Pvz3T6w9S2aE3_9kINY7BojNiVQ7a3rG0u90u31WEREni4TY_9D1NMJQz02sXFt7re4hUelkjt0TIvpmiDDoTGt3DbKq64-i-JuQBh7bspskh6qaH1VTZwe8rKrSk5dUCOZHLzRbcrxJucJ2Xm7lupnogLiqVuPukigrJZuhZ0ueXkcD6mw3x1oOnqKWfzKpqEY0Q8I6j2bGseoaxyMleSWgQ_oVoKaFtH_nwuu67xXDWfcVHptBeVzYyRTpjnqHD-zxsBG8NNEDvcc23TE7cwWi90z-U6dQ-voR9XlZNMB30YivzbcyQIyjQs4ng8TkV0Bk4uS6IQ_H9r4ZmcDf1uDml1uepbVK6YdJPBzpJnh_bTfAJLLVo4LSw2U8T5RM1wACORgLbAOMR83jhEksAOaBEVzSr52mF8v7VI7hnOiGaYXSf5pjA7j_DdwQIfiEIivB7QLwYrnkP6zZclqSIr_9AW5INizOyvmlNDH3IcdJQaP4sl2p0a7q60bFXkaVkHWbIHsgG0zm6YXzHXuo0A-nuWElLZcFqKEophEXXr&xkcb=SoBD-_M3QXvBwzA0RD0FbzkdCdPP&p=14&fvj=0&vjs=3,99631f5f7e9ee0de,PostedPosted 8 days ago,2023-04-23T17:46:51.343Z," 
 As Director of Nursing Services, you will assume authority, responsibility, and accountability for the delivery of nursing services in the facility.
",www.indeed.com/applystart?jk=99631f5f7e9ee0de
Dental Office Manager,Healthcare Management ,$23 - $28 an hour,Full-time,Monday to Friday,Riverwalk Dental,"Jupiter, FL 33477+1 location",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdNONLqhA8z6QrX6vw37qu8cGScUjPKwqVQr3YAsb4-xKfQl0nZQzI27cBpJ0dU4ZZAO662Bup5qNMWMLyj-U6cj-c4r8glgHAbQhNShN-WBL2Vq_mKCEI0pjYwq0zeQC-wzf-thp5Ed6mRWRM95GLKa7wFw3KHdFfbn-7ahs6FJyeBioUu4H2cq_huMp2rabEtaYFTaLzflCAQmIGQgwnZj8-QQ3ogf8uBu2Yg0Hd6KJlrbpKz3XIc4kxNU4LGnapY1GwVd6MyvMg8Cr7mtJhw4Uum407nZwijI43qohi4Y4y7CGsRj8tEAVXxjfruJV0AQ4rXmgkVn6mQkdSH1pevWaPXqLpMXCFU5bIPUnxtsKGHOU8qEBKG9HYtX5WaxqgXpPN87cpPKfloRitNGLDD97cP5QUqdGh3L_ZQg2s_HTpPLNPal0HuHfiIcOHjQsvv6xFBz_MQIVc-_-Yp4GBm3NEUe-pC385RvOjT5Tsn94HawxmFSaIs8CHnlTS0pF05VkIRn7gyJ754TUijsPlV1OvqEHMilufD4ZFKJAFLg==&xkcb=SoAn-_M3QXvBL5QdxZ0LbzkdCdPP&p=0&fvj=1&vjs=3,a3957efe2faebafb,EmployerActive 6 days ago,2023-04-23T17:46:58.391Z,"Requirements: Minimum of 5 years of dental office management experience.
 Looking for an experienced, full time, strong office manager with experience managing a…",www.indeed.com/applystart?jk=a3957efe2faebafb
"Strategy and Operations Practice Administrator, BCPI",Healthcare Management ,"$78,360 a year",Full-time,Monday to Friday,Johns Hopkins University,"Hybrid remote in Baltimore, MD 21211+2 locations",4.0,https://www.indeed.com/rc/clk?jk=1245e9500e6cb4b5&fccid=f34acbd24dd4fcb0&vjs=3,1245e9500e6cb4b5,PostedPosted 30+ days ago,2023-04-23T17:46:58.392Z," 
 Five or more years of experience in project coordination or a management role.
 This is an instrumental role that directly impacts the Centers successful…
",www.indeed.com/applystart?jk=1245e9500e6cb4b5
"Operations Manager, Customer Service Management",Healthcare Management ,,Monday to Friday,,Cardinal Health,Remote in Texas,3.4,https://www.indeed.com/rc/clk?jk=4283e848dc4fa637&fccid=87b328666e50453b&vjs=3,4283e848dc4fa637,PostedPosted 10 days ago,2023-04-23T17:46:58.392Z," 
 Interacts with subordinates, peers, customers, and suppliers at various management levels; may interact with senior management.
",www.indeed.com/applystart?jk=4283e848dc4fa637
Oncology Medical Science Liaison Heme Boston Territory Remote,Healthcare Management ,"$174,400 - $261,600 a year",Full-time,,Novartis,"Remote in Boston, MA+10 locations",4.1,https://www.indeed.com/rc/clk?jk=23e55442fddb9fba&fccid=c35194d01a9e2595&vjs=3,23e55442fddb9fba,PostedPosted 18 days ago,2023-04-23T17:46:58.392Z," 
 Advanced scientific or healthcare degree required; doctoral degree preferred.
 The MSL will establish and build peer-to-peer relationships and engage with HCPs …
",www.indeed.com/applystart?jk=23e55442fddb9fba
"Executive Director ""Registered Nurse"" RN Home Health",Healthcare Management ,"$130,000 - $150,000 a year",Full-time,Monday to Friday +2,Confidential,"San Diego, CA+3 locations",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0lkqjfCel0WSV3zwXH66JPfiVv725geM73oTIU0EwSnmfGGxdzA8vjX6UcjuboCbZ5WiB2f2_IcYHYg4Jg1vD5CR0koNn_HjDV7K862N9vKQZYr4F5YOEQhuPPdaj6d0OoNbBdSyncbNiFN-zGmoK52QiExHuygVatcMIz7PanDYFo_UY8EZklSjGcc1qHFUfuVUYa6q_wnHvPw_YXWkJoCTcgkG8H489Nu6y_uf4NswiRsiLMfi7FPNbfcv9r3nez9Dj02ZBWG1SMaNKFTl4Ibhz48Lpa6oaKghhvmDt48AT8B8bGbKeIsTOEbvkZn3PA38WVeMWIWHoyCaiNcLkWlKUjE8C6bS02Pod04EdNr1AKZSlY84Vor_IflchO83_hekB8X6UmrStjcenfWpLiN9NGcFK702dGw89Yjmj4P1lWugxm-nxACYSPMCOFHWElQrfNhIb1Alga4xmpi_tUyOsCC9dlkEpRsmWqJkfMJfq7ut8H8zK5WLZCq-s74YRxKFXEOzhv_52N9Vh7SpMo9s8iJOpDdCibn5VGVD7oJoStIdeNNN5bxsJkiwdzwEPMtFCjdFVjcHG6Rgx889R&xkcb=SoA0-_M3QXvBL5QdxZ0PbzkdCdPP&p=4&fvj=1&vjs=3,1f9a8d53917804d8,EmployerActive 6 days ago,2023-04-23T17:46:58.393Z," 
 The Executive Director is responsible for day-to-day operations and overall productivity of the Home Health Branch.
",www.indeed.com/applystart?jk=1f9a8d53917804d8
Administrator in Training (Healthcare),Healthcare Management ,,Full-time,,"Cascadia Services, LLC",Idaho,,https://www.indeed.com/rc/clk?jk=b4572f0f371854d5&fccid=8ba3c7b4a983eafe&vjs=3,b4572f0f371854d5,PostedPosted 30+ days ago,2023-04-23T17:46:58.393Z," 
 Prior business management experience preferred.
 Possesses a keen sense of business management, including financials, guided by a strong set of values and ethics…
",www.indeed.com/applystart?jk=b4572f0f371854d5
Surgery Center Administrator,Healthcare Management ,"$110,000 - $180,000 a year",Full-time,,USPI,"Oxon Hill-Glassmanor, MD+19 locations",2.7,https://www.indeed.com/rc/clk?jk=60bcfe58cdb716f5&fccid=a656808979fe3741&vjs=3,60bcfe58cdb716f5,PostedPosted 30+ days ago,2023-04-23T17:46:58.393Z," 
 Maintain membership in professional associations relevant to ambulatory surgery facilities and healthcare administration.
 The daily operation of the facility.
",www.indeed.com/applystart?jk=60bcfe58cdb716f5
"President, Service Lines",Healthcare Management ,$209 - $283 an hour,Full-time,Day shift +2,Sutter Health,"Remote in Sacramento, CA+2 locations",3.8,https://www.indeed.com/rc/clk?jk=9564a160caff68af&fccid=2ec9e0488117aa05&vjs=3,9564a160caff68af,PostedPosted 1 day ago,2023-04-23T17:46:58.394Z," 
 Demonstrated effective organizational performance improvement skills, in-depth working knowledge of integrated healthcare organization and administration,…
",www.indeed.com/applystart?jk=9564a160caff68af
"Associate Program Director, Clinical Education",Healthcare Management ,,Full-time,Monday to Friday,George Washington University,"Foggy Bottom, DC",3.9,https://www.indeed.com/rc/clk?jk=79cd0b2873cad08d&fccid=2c3eae37f0ea0cfb&vjs=3,79cd0b2873cad08d,PostedPosted 24 days ago,2023-04-23T17:46:58.394Z," 
 Serves as lead for all administrative workflows involved in executing the third- and fourth-year MD program curriculum, including management of ongoing…
",www.indeed.com/applystart?jk=79cd0b2873cad08d
Medical Editor - Physician Assistant/Nurse Practitioner - Hippo Education,Healthcare Management ,"$90,000 - $125,000 a year",Full-time +1,,Perdoceo Education Corporation,Remote,3.1,https://www.indeed.com/rc/clk?jk=53965bd1e1d18081&fccid=de056b5f2dc3ac22&vjs=3,53965bd1e1d18081,PostedPosted 30+ days ago,2023-04-23T17:46:58.394Z," 
 As Hippo’s Medical Editor, you will work on product-specific strategy and operations, working cross-functionally with clinical and non-clinical teams.
",www.indeed.com/applystart?jk=53965bd1e1d18081
Clinical Practice Manager,Healthcare Management ,,Full-time,On call,Howard University,"Washington, DC",3.9,https://www.indeed.com/rc/clk?jk=d0ecb0ca14e83474&fccid=a5edbecada1117a2&vjs=3,d0ecb0ca14e83474,PostedPosted 20 days ago,2023-04-23T17:46:58.395Z," 
 Ensures the availability of useful, timely financial data for management decision making.
 Implements standard systems and processes within the department…
",www.indeed.com/applystart?jk=d0ecb0ca14e83474
Laboratory Director,Healthcare Management ,"$80,000 - $95,000 a year",Full-time,Monday to Friday,MLee Healthcare,"Jefferson City, MO",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AJEMZGyo2MZZJAwR9YanPiJoEWoon-76IGJZ0CNUq2tMpYWuQYvQEVn_IVjPY4zdLYjsbtnduXuj9_zVoY92FDtiNfWUHeNYbUyL6QGLeJ_ZJSLVCt7zfk2B3v-M41qBivCM6Sns5qlajQjfPV42r3s0qF2Vy1MW8ipsKkzscW0VXw_dhp_dFE31atx0dM9kNNlcbc346RA3Rl2lMs9VZ82WWbc1RN2h4SIQQV7DB9yqseqJzgMrha7dXFyrQCyDVQkycRw9nV5LJNtlN7X712QgFDloHNlcJxTO9o1wjhmuuuw1r-T_c9lX_u4CWhWCC4xMg90wQbdGO5wWACxa1ki1fmmJs35ek4vc4g8BjRcYGUqg8QcYLs1sjhveweZFI3EmTxnmQgMNjFVEQDlXWB4b3zWXvsqAhZtj5Q3Fh15vBxga4l4SKHuGvdwp3KPTXpiJb7MwcvHjgHb6xGkzh-PZUPht-M6htTvPRxO71m0ERr-aDituoeUVhW6IlQAYk9H8g3wHwHq_HYmevaOtTMDkrk7TvhLJcEysK6srIc0Ykb-J2mTDsR&xkcb=SoDd-_M3QXvBL5QdxZ0AbzkdCdPP&p=11&fvj=1&vjs=3,107d1969779a3a0e,PostedPosted 4 days ago,2023-04-23T17:46:58.395Z,"Qualified Candidates will have a minimum of 1 + year experience in management, and strong communication, and writing skills.",www.indeed.com/applystart?jk=107d1969779a3a0e
"Associate Director, Medical Information Engagement Center Novartis",Healthcare Management ,"$158,400 - $237,600 a year",Full-time,,Novartis,"Hybrid remote in East Hanover, NJ 07936",4.1,https://www.indeed.com/rc/clk?jk=71be886c8c8aef93&fccid=c35194d01a9e2595&vjs=3,71be886c8c8aef93,PostedPosted 8 days ago,2023-04-23T17:46:58.401Z," 
 PharmD, healthcare-related PhD, or MD is required with industry, clinical, or related medical information experience preferred.
",www.indeed.com/applystart?jk=71be886c8c8aef93
Practice Administrator,Healthcare Management ,,Full-time,,Nearterm Corporation,"Washington, DC",3.5,https://www.indeed.com/rc/clk?jk=87528b839bae04d9&fccid=33cadb57ea2aebf4&vjs=3,87528b839bae04d9,PostedPosted 30+ days ago,2023-04-23T17:46:58.401Z,"10+ years of practice management experience.
 Strong working understanding of revenue cycle management.
 Hands on management style that isn’t afraid to roll up…",www.indeed.com/applystart?jk=87528b839bae04d9
Clinical Manager,Healthcare Management ,,Full-time,Additional job details401(k)401(k) matching,Pinnacle Home Care - Southwest Florida,"Sarasota, FL 34234+1 location",3.1,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoBMUlW3HQoOa4_4PC7P5k78pfDczIorWFbmvC-cNEmKowE1UOvi5XqAWAK1DDrsaY37dM8vPbS3ELujNsz6vHUTQpPzhmyeZEkxjnmcWT5_l9GFR-so66w-Cp3GCeIfqUEgyxhwvOrjpkksVGGy8b8mdGR9I8pQ8hiy0S283xFBi9etdEL_yXO2fAnjcVztInbe7RLJoCq-3bmFxGKd2pPmp0bEGHydWfKC-r3TyJQs37ijgASxfXZv8znuwrelEwxk-YkoszVHzyIBMbH3-FOHJsk56-X-ZAEWHUdaWHbAMeujpMTlmayMQtV12CUr5XXQaZn1Ipgh7i3coQEmVz_JyX0tVhpwSlLHktdXqC72t07FybykWhhWKAP3Z5dj2AGsAwI6cVHi0SInNyKw-F_veaymn7__Cs7_g_tATjEvKOZ9dYsWwHWHYhsW_GA8CGSHjr1T3TvOeF6l6W5FZqeFYoQY2AxmtUV-JM42yIqeuMEpa-sCg0pX_hgny56j7n7Ejoz8P-y_g9gAfrT-j10X4NqOoSgZM-kM6xL28hF16QDiW7ObxCSMkEcNwFXGNrOwUzKkD7gqe8lU2PLSeAmZg6ti_a9BMsrNWso1V7mMvi3vkf-ge_7KdwR0yfVK4ecN-pWHTC8C-E56bLuysNqKw0pyBLdonuuWdKcROlKhZKVkndJVfx&xkcb=SoB6-_M3QXvBL5QdxZ0FbzkdCdPP&p=14&fvj=0&vjs=3,4d6c86f3e82cdb3b,PostedPosted 1 day ago,2023-04-23T17:46:58.402Z," 
 Two years of management or supervisory experience in a health care setting, preferably home care.
 Unlimited PTO for salaried employees which means more family…
",www.indeed.com/applystart?jk=4d6c86f3e82cdb3b
